date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:41:56	7915/7915	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Oct%202022%2010:41:56%20GMT	https://www.svetmightandmagic.cz/mmvii/mmvii_index.php	C:/Users/roman.makudera/Downloads/cz-mmvii/www.svetmightandmagic.cz/mmvii/mmvii_index.html	(from )
12:41:56	2835/2835	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2010%20Oct%202022%2010:41:56%20GMT	https://www.svetmightandmagic.cz/robots.txt		(from )
12:41:56	16919/16919	---M-Z	200	added ('OK')	text/css	etag:%224217-5d690d65697b3-gzip%22	https://www.svetmightandmagic.cz/styl.css	C:/Users/roman.makudera/Downloads/cz-mmvii/www.svetmightandmagic.cz/styl.css	(from https://www.svetmightandmagic.cz/mmvii/mmvii_index.php)
12:41:56	922/922	---M--	200	added ('OK')	image/png	etag:%2239a-529f417c37dc0%22	https://www.svetmightandmagic.cz/images/tl_mmi.png	C:/Users/roman.makudera/Downloads/cz-mmvii/www.svetmightandmagic.cz/images/tl_mmi.png	(from https://www.svetmightandmagic.cz/mmvii/mmvii_index.php)
12:41:56	929/929	---M--	200	added ('OK')	image/png	etag:%223a1-529f417c37dc0%22	https://www.svetmightandmagic.cz/images/tl_mmii.png	C:/Users/roman.makudera/Downloads/cz-mmvii/www.svetmightandmagic.cz/images/tl_mmii.png	(from https://www.svetmightandmagic.cz/mmvii/mmvii_index.php)
12:41:57	928/928	---M--	200	added ('OK')	image/png	etag:%223a0-529f417c37dc0%22	https://www.svetmightandmagic.cz/images/tl_mmiii.png	C:/Users/roman.makudera/Downloads/cz-mmvii/www.svetmightandmagic.cz/images/tl_mmiii.png	(from https://www.svetmightandmagic.cz/mmvii/mmvii_index.php)
12:41:57	1415/1415	---M--	200	added ('OK')	image/png	etag:%22587-529f417c37dc0%22	https://www.svetmightandmagic.cz/images/tl_mmw.png	C:/Users/roman.makudera/Downloads/cz-mmvii/www.svetmightandmagic.cz/images/tl_mmw.png	(from https://www.svetmightandmagic.cz/mmvii/mmvii_index.php)
12:41:57	1581/1581	---M--	200	added ('OK')	image/png	etag:%2262d-5c5692417f928%22	https://www.svetmightandmagic.cz/images/tl_mms.png	C:/Users/roman.makudera/Downloads/cz-mmvii/www.svetmightandmagic.cz/images/tl_mms.png	(from https://www.svetmightandmagic.cz/mmvii/mmvii_index.php)
12:41:57	1025/1025	---M--	200	added ('OK')	image/png	etag:%22401-529f417c37dc0%22	https://www.svetmightandmagic.cz/images/tl_mmvi.png	C:/Users/roman.makudera/Downloads/cz-mmvii/www.svetmightandmagic.cz/images/tl_mmvi.png	(from https://www.svetmightandmagic.cz/mmvii/mmvii_index.php)
12:41:58	1016/1016	---M--	200	added ('OK')	image/png	etag:%223f8-529f417b43b80%22	https://www.svetmightandmagic.cz/images/tl_mmvii_a.png	C:/Users/roman.makudera/Downloads/cz-mmvii/www.svetmightandmagic.cz/images/tl_mmvii_a.png	(from https://www.svetmightandmagic.cz/mmvii/mmvii_index.php)
