date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:34:15	12704/12704	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Oct%202022%2010:34:16%20GMT	https://www.svetmightandmagic.cz/mmvi/mmvi_kouzla.php?magie=cerna	C:/Users/roman.makudera/Downloads/cz-mmvi/www.svetmightandmagic.cz/mmvi/mmvi_kouzlaab62.html	(from https://www.svetmightandmagic.cz/mmvi/mmvi_index.php)
12:34:15	9150/9150	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Oct%202022%2010:34:16%20GMT	https://www.svetmightandmagic.cz/mmvi/mmvi_mapy.php	C:/Users/roman.makudera/Downloads/cz-mmvi/www.svetmightandmagic.cz/mmvi/mmvi_mapy.html	(from https://www.svetmightandmagic.cz/mmvi/mmvi_index.php)
12:34:16	5303/5303	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Oct%202022%2010:34:16%20GMT	https://www.svetmightandmagic.cz/mmvi/mmvi_mestskabrana.php	C:/Users/roman.makudera/Downloads/cz-mmvi/www.svetmightandmagic.cz/mmvi/mmvi_mestskabrana.html	(from https://www.svetmightandmagic.cz/mmvi/mmvi_index.php)
12:34:16	20552/20552	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Oct%202022%2010:34:16%20GMT	https://www.svetmightandmagic.cz/mmvi/mmvi_cestovani.php	C:/Users/roman.makudera/Downloads/cz-mmvi/www.svetmightandmagic.cz/mmvi/mmvi_cestovani.html	(from https://www.svetmightandmagic.cz/mmvi/mmvi_index.php)
12:34:16	3281/3281	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Oct%202022%2010:34:16%20GMT	https://www.svetmightandmagic.cz/mmvi/mmvi_vmapa.php	C:/Users/roman.makudera/Downloads/cz-mmvi/www.svetmightandmagic.cz/mmvi/mmvi_vmapa.html	(from https://www.svetmightandmagic.cz/mmvi/mmvi_index.php)
12:34:16	8966/8966	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Oct%202022%2010:34:17%20GMT	https://www.svetmightandmagic.cz/mmvi/mmvi_respawn.php	C:/Users/roman.makudera/Downloads/cz-mmvi/www.svetmightandmagic.cz/mmvi/mmvi_respawn.html	(from https://www.svetmightandmagic.cz/mmvi/mmvi_index.php)
12:34:16	142908/142908	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Oct%202022%2010:34:17%20GMT	https://www.svetmightandmagic.cz/mmvi/mmvi_navod.php	C:/Users/roman.makudera/Downloads/cz-mmvi/www.svetmightandmagic.cz/mmvi/mmvi_navod.html	(from https://www.svetmightandmagic.cz/mmvi/mmvi_index.php)
12:34:17	21450/21450	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Oct%202022%2010:34:17%20GMT	https://www.svetmightandmagic.cz/mmvi/mmvi_ukoly.php	C:/Users/roman.makudera/Downloads/cz-mmvi/www.svetmightandmagic.cz/mmvi/mmvi_ukoly.html	(from https://www.svetmightandmagic.cz/mmvi/mmvi_index.php)
12:34:17	11188/11188	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Oct%202022%2010:34:17%20GMT	https://www.svetmightandmagic.cz/mmvi/mmvi_skrytepoklady.php	C:/Users/roman.makudera/Downloads/cz-mmvi/www.svetmightandmagic.cz/mmvi/mmvi_skrytepoklady.html	(from https://www.svetmightandmagic.cz/mmvi/mmvi_index.php)
12:34:17	8878/8878	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Oct%202022%2010:34:18%20GMT	https://www.svetmightandmagic.cz/mmvi/mmvi_karty.php	C:/Users/roman.makudera/Downloads/cz-mmvi/www.svetmightandmagic.cz/mmvi/mmvi_karty.html	(from https://www.svetmightandmagic.cz/mmvi/mmvi_index.php)
12:34:17	7050/7050	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Oct%202022%2010:34:18%20GMT	https://www.svetmightandmagic.cz/mmvi/mmvi_mecevkameni.php	C:/Users/roman.makudera/Downloads/cz-mmvi/www.svetmightandmagic.cz/mmvi/mmvi_mecevkameni.html	(from https://www.svetmightandmagic.cz/mmvi/mmvi_index.php)
12:34:17	4467/4467	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Oct%202022%2010:34:18%20GMT	https://www.svetmightandmagic.cz/mmvi/mmvi_cirkus.php	C:/Users/roman.makudera/Downloads/cz-mmvi/www.svetmightandmagic.cz/mmvi/mmvi_cirkus.html	(from https://www.svetmightandmagic.cz/mmvi/mmvi_index.php)
12:34:18	11175/11175	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Oct%202022%2010:34:18%20GMT	https://www.svetmightandmagic.cz/mmvi/mmvi_hadanka.php	C:/Users/roman.makudera/Downloads/cz-mmvi/www.svetmightandmagic.cz/mmvi/mmvi_hadanka.html	(from https://www.svetmightandmagic.cz/mmvi/mmvi_index.php)
12:34:18	5087/5087	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Oct%202022%2010:34:18%20GMT	https://www.svetmightandmagic.cz/mmvi/mmvi_kaple.php	C:/Users/roman.makudera/Downloads/cz-mmvi/www.svetmightandmagic.cz/mmvi/mmvi_kaple.html	(from https://www.svetmightandmagic.cz/mmvi/mmvi_index.php)
12:34:18	4264/4264	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Oct%202022%2010:34:19%20GMT	https://www.svetmightandmagic.cz/mmvi/mmvi_chrambohu.php	C:/Users/roman.makudera/Downloads/cz-mmvi/www.svetmightandmagic.cz/mmvi/mmvi_chrambohu.html	(from https://www.svetmightandmagic.cz/mmvi/mmvi_index.php)
12:34:18	9225/9225	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Oct%202022%2010:34:19%20GMT	https://www.svetmightandmagic.cz/mmvi/mmvi_studny.php	C:/Users/roman.makudera/Downloads/cz-mmvi/www.svetmightandmagic.cz/mmvi/mmvi_studny.html	(from https://www.svetmightandmagic.cz/mmvi/mmvi_index.php)
12:34:19	4819/4819	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Oct%202022%2010:34:19%20GMT	https://www.svetmightandmagic.cz/mmvi/mmvi_jidlo.php	C:/Users/roman.makudera/Downloads/cz-mmvi/www.svetmightandmagic.cz/mmvi/mmvi_jidlo.html	(from https://www.svetmightandmagic.cz/mmvi/mmvi_index.php)
12:34:19	3974/3974	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Oct%202022%2010:34:19%20GMT	https://www.svetmightandmagic.cz/mmvi/mmvi_cas.php	C:/Users/roman.makudera/Downloads/cz-mmvi/www.svetmightandmagic.cz/mmvi/mmvi_cas.html	(from https://www.svetmightandmagic.cz/mmvi/mmvi_index.php)
12:34:19	235878/235878	---M--	200	added ('OK')	image/jpeg	etag:%2239966-4edbce5548a00%22	https://www.svetmightandmagic.cz/images/palmy.jpg	C:/Users/roman.makudera/Downloads/cz-mmvi/www.svetmightandmagic.cz/images/palmy.jpg	(from https://www.svetmightandmagic.cz/styl.css)
12:34:19	227/227	---M--	200	added ('OK')	image/png	etag:%22e3-50844a9ac6840%22	https://www.svetmightandmagic.cz/images/podklad.png	C:/Users/roman.makudera/Downloads/cz-mmvi/www.svetmightandmagic.cz/images/podklad.png	(from https://www.svetmightandmagic.cz/styl.css)
12:34:20	89347/89347	---M--	200	added ('OK')	image/jpeg	etag:%2215d03-529f417e20240%22	https://www.svetmightandmagic.cz/images/horni.jpg	C:/Users/roman.makudera/Downloads/cz-mmvi/www.svetmightandmagic.cz/images/horni.jpg	(from https://www.svetmightandmagic.cz/styl.css)
12:34:20	97850/97850	---M--	200	added ('OK')	image/jpeg	etag:%2217e3a-5c57cdc160a48%22	https://www.svetmightandmagic.cz/images/menu_leve.jpg	C:/Users/roman.makudera/Downloads/cz-mmvi/www.svetmightandmagic.cz/images/menu_leve.jpg	(from https://www.svetmightandmagic.cz/styl.css)
12:34:20	4434/4434	---M--	200	added ('OK')	image/jpeg	etag:%221152-514f078be5780%22	https://www.svetmightandmagic.cz/images/lista_01.jpg	C:/Users/roman.makudera/Downloads/cz-mmvi/www.svetmightandmagic.cz/images/lista_01.jpg	(from https://www.svetmightandmagic.cz/styl.css)
12:34:20	4510/4510	---M--	200	added ('OK')	image/jpeg	etag:%22119e-514f0680de180%22	https://www.svetmightandmagic.cz/images/lista_02.jpg	C:/Users/roman.makudera/Downloads/cz-mmvi/www.svetmightandmagic.cz/images/lista_02.jpg	(from https://www.svetmightandmagic.cz/styl.css)
12:34:20	4556/4556	---M--	200	added ('OK')	image/jpeg	etag:%2211cc-514f077225ac0%22	https://www.svetmightandmagic.cz/images/lista_03.jpg	C:/Users/roman.makudera/Downloads/cz-mmvi/www.svetmightandmagic.cz/images/lista_03.jpg	(from https://www.svetmightandmagic.cz/styl.css)
12:34:21	4508/4508	---M--	200	added ('OK')	image/jpeg	etag:%22119c-514f075771bc0%22	https://www.svetmightandmagic.cz/images/lista_04.jpg	C:/Users/roman.makudera/Downloads/cz-mmvi/www.svetmightandmagic.cz/images/lista_04.jpg	(from https://www.svetmightandmagic.cz/styl.css)
12:34:21	4434/4434	---M--	200	added ('OK')	image/jpeg	etag:%221152-514f073ad5840%22	https://www.svetmightandmagic.cz/images/lista_05.jpg	C:/Users/roman.makudera/Downloads/cz-mmvi/www.svetmightandmagic.cz/images/lista_05.jpg	(from https://www.svetmightandmagic.cz/styl.css)
12:34:21	4382/4382	---M--	200	added ('OK')	image/jpeg	etag:%22111e-514f071d45280%22	https://www.svetmightandmagic.cz/images/lista_06.jpg	C:/Users/roman.makudera/Downloads/cz-mmvi/www.svetmightandmagic.cz/images/lista_06.jpg	(from https://www.svetmightandmagic.cz/styl.css)
12:34:21	4494/4494	---M--	200	added ('OK')	image/jpeg	etag:%22118e-514f06cb41100%22	https://www.svetmightandmagic.cz/images/lista_07.jpg	C:/Users/roman.makudera/Downloads/cz-mmvi/www.svetmightandmagic.cz/images/lista_07.jpg	(from https://www.svetmightandmagic.cz/styl.css)
12:34:22	4662/4662	---M--	200	added ('OK')	image/jpeg	etag:%221236-5c57d3bdf71a5%22	https://www.svetmightandmagic.cz/images/lista_08.jpg	C:/Users/roman.makudera/Downloads/cz-mmvi/www.svetmightandmagic.cz/images/lista_08.jpg	(from https://www.svetmightandmagic.cz/styl.css)
12:34:22	8027/8027	---M--	200	added ('OK')	image/jpeg	etag:%221f5b-4eeb658cb0000%22	https://www.svetmightandmagic.cz/images/copyright.jpg	C:/Users/roman.makudera/Downloads/cz-mmvi/www.svetmightandmagic.cz/images/copyright.jpg	(from https://www.svetmightandmagic.cz/styl.css)
12:34:22	2783/2783	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Oct%202022%2010:34:22%20GMT	https://www.svetmightandmagic.cz/mmvi/mmvi_obrazkys.php?obr=mmvi_screen01	C:/Users/roman.makudera/Downloads/cz-mmvi/www.svetmightandmagic.cz/mmvi/mmvi_obrazkys3d10.html	(from https://www.svetmightandmagic.cz/mmvi/mmvi_recenze.php)
12:34:22	28472/28472	---M--	200	added ('OK')	image/jpeg	etag:%226f38-4806e887576c0%22	https://www.svetmightandmagic.cz/mmvi/obrazky/screenshoty/mmvi_screen01s.jpg	C:/Users/roman.makudera/Downloads/cz-mmvi/www.svetmightandmagic.cz/mmvi/obrazky/screenshoty/mmvi_screen01s.jpg	(from https://www.svetmightandmagic.cz/mmvi/mmvi_recenze.php)
12:34:22	2783/2783	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Oct%202022%2010:34:23%20GMT	https://www.svetmightandmagic.cz/mmvi/mmvi_obrazkys.php?obr=mmvi_screen02	C:/Users/roman.makudera/Downloads/cz-mmvi/www.svetmightandmagic.cz/mmvi/mmvi_obrazkys02ed.html	(from https://www.svetmightandmagic.cz/mmvi/mmvi_recenze.php)
12:34:23	28236/28236	---M--	200	added ('OK')	image/jpeg	etag:%226e4c-4806e887576c0%22	https://www.svetmightandmagic.cz/mmvi/obrazky/screenshoty/mmvi_screen02s.jpg	C:/Users/roman.makudera/Downloads/cz-mmvi/www.svetmightandmagic.cz/mmvi/obrazky/screenshoty/mmvi_screen02s.jpg	(from https://www.svetmightandmagic.cz/mmvi/mmvi_recenze.php)
